Frequency (MHz),CISPR11_CE_CLASS_B_Group_1_AVG,CISPR11_CE_CLASS_A_Group_1_AVG
3.736139584,64,96.83097168
3.740639132,64,96.82753924
3.74513868,64,96.82411092
3.749638227,64,96.82068672
3.754137775,64,96.81726663
3.758637323,64,96.81385063
3.763136871,64,96.81043872
3.767636418,64,96.80703088
3.772135966,64,96.80362712
3.776635514,64,96.80022741
3.781135062,64,96.79683175
3.78563461,64,96.79344013
3.790134157,64,96.79005254
3.794633705,64,96.78666896
3.799133253,64,96.7832894
3.803632801,64,96.77991384
3.808132349,64,96.77654226
3.812631896,64,96.77317467
3.817131444,64,96.76981105
3.821630992,64,96.7664514
3.82613054,64,96.76309569
3.830630087,64,96.75974393
3.835129635,64,96.75639611
3.839629183,64,96.75305221
3.844128731,64,96.74971223
3.848628279,64,96.74637615
3.853127826,64,96.74304397
3.857627374,64,96.73971569
3.862126922,64,96.73639128
3.86662647,64,96.73307074
3.871126017,64,96.72975406
3.875625565,64,96.72644124
3.880125113,64,96.72313226
3.884624661,64,96.71982712
3.889124209,64,96.7165258
3.893623756,64,96.7132283
3.898123304,64,96.7099346
3.902622852,64,96.70664471
3.9071224,64,96.70335861
3.911621948,64,96.70007629
3.916121495,64,96.69679774
3.920621043,64,96.69352296
3.925120591,64,96.69025194
3.929620139,64,96.68698466
3.934119686,64,96.68372112
3.938619234,64,96.68046131
3.943118782,64,96.67720523
3.94761833,64,96.67395285
3.952117878,64,96.67070418
3.956617425,64,96.66745921
3.961116973,64,96.66421793
3.965616521,64,96.66098033
3.970116069,64,96.6577464
3.974615617,64,96.65451613
3.979115164,64,96.65128951
3.983614712,64,96.64806655
3.98811426,64,96.64484722
3.992613808,64,96.64163152
3.997113355,64,96.63841944
4.001612903,64,96.63521098
4.006112451,64,96.63200612
4.010611999,64,96.62880486
4.015111547,64,96.62560719
4.019611094,64,96.6224131
4.024110642,64,96.61922258
4.02861019,64,96.61603563
4.033109738,64,96.61285224
4.037609285,64,96.6096724
4.042108833,64,96.6064961
4.046608381,64,96.60332333
4.051107929,64,96.60015409
4.055607477,64,96.59698837
4.060107024,64,96.59382615
4.064606572,64,96.59066744
4.06910612,64,96.58751223
4.073605668,64,96.5843605
4.078105216,64,96.58121225
4.082604763,64,96.57806747
4.087104311,64,96.57492616
4.091603859,64,96.5717883
4.096103407,64,96.56865389
4.100602954,64,96.56552292
4.105102502,64,96.56239539
4.10960205,64,96.55927128
4.114101598,64,96.55615059
4.118601146,64,96.55303332
4.123100693,64,96.54991944
4.127600241,64,96.54680897
4.132099789,64,96.54370188
4.136599337,64,96.54059817
4.141098885,64,96.53749784
4.145598432,64,96.53440087
4.15009798,64,96.53130727
4.154597528,64,96.52821701
4.159097076,64,96.5251301
4.163596623,64,96.52204653
4.168096171,64,96.51896629
4.172595719,64,96.51588937
4.177095267,64,96.51281577
4.181594815,64,96.50974548
4.186094362,64,96.50667849
4.19059391,64,96.5036148
4.195093458,64,96.50055439
4.199593006,64,96.49749726
4.204092554,64,96.49444341
4.208592101,64,96.49139282
4.213091649,64,96.4883455
4.217591197,64,96.48530142
4.222090745,64,96.4822606
4.226590292,64,96.47922301
4.23108984,64,96.47618865
